,coc,con,brc,brn,OC,BCM,BC,MBC,SCA,SC,ST,Year
107,2618,"SONA COLLEGE OF TECHNOLOGY (AUTONOMOUS),JUNCTION MAIN ROAD,,SALEM DIST, PIN - 636005.",CS,Computer Science and Engg.,184.25,168.75,180.25,174.5,87.25,113.5,169.5,2017
108,2618,"SONA COLLEGE OF TECHNOLOGY (AUTONOMOUS),JUNCTION MAIN ROAD,,SALEM DIST, PIN - 636005.",ME,Mechanical Engineering,180.75,174.75,176.75,175.25,119.75,142.75,155.0,2017
109,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",AG,Agriculture Engg.,188.0,170.75,183.75,176.0,151.75,158.5,98.25,2017
110,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",BT,Bio-Technology,186.75,160.0,181.0,168.25,123.75,91.5,152.5,2017
111,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",CS,Computer Science and Engg.,190.25,175.75,188.5,180.25,113.5,100.5,138.0,2017
112,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",EC,Electronics and Comm Engg.,191.5,176.0,189.5,184.25,119.5,108.0,136.5,2017
113,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",ME,Mechanical Engineering,188.0,178.0,185.25,180.0,99.0,137.25,101.0,2017
114,2708,"HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),COIMBATORE TO POLLACHI MAIN ROAD,,COIMBATORE DIST, PIN - 641032.",EC,Electronics and Comm Engg.,172.0,155.25,164.25,151.5,168.75,106.75,150.0,2017
115,2709,"INSTITUTE OF ROAD AND TRANSPORT TECHNOLOGY,SRI VASAVI COLLEGE (POST) , SURIYAM PALAYAM (VILLAGE),ERODE DIST, PIN - 638316.",EE,Electrical and Elec. Engg.,189.5,174.75,187.0,185.25,175.0,170.5,117.0,2017
116,2710,"KARPAGAM COLLEGE OF ENGINEERING (AUTONOMOUS),SF NO.758, 759 AND 760,,COIMBATORE DIST, PIN - 641032.",ME,Mechanical Engineering,176.0,168.75,172.0,166.0,88.25,117.75,141.5,2017
117,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",CE,Civil Engineering,187.0,175.5,182.75,173.0,126.25,127.5,110.25,2017
118,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EC,Electronics and Comm Engg.,194.5,185.0,193.25,189.25,158.25,164.25,154.25,2017
119,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EE,Electrical and Elec. Engg.,193.0,182.5,192.25,189.0,172.25,159.25,155.0,2017
120,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",ME,Mechanical Engineering,191.5,188.25,190.0,186.0,137.75,161.75,156.5,2017
121,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",CE,Civil Engineering,194.0,191.75,193.0,190.75,173.75,170.25,191.0,2017
122,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",CS,Computer Science and Engg.,196.5,191.5,196.0,193.25,177.5,174.0,144.75,2017
123,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",EC,Electronics and Comm Engg.,196.5,193.25,196.25,193.25,180.5,180.25,159.5,2017
124,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",EE,Electrical and Elec. Engg.,196.0,192.75,195.5,192.75,174.5,177.0,142.0,2017
125,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",ME,Mechanical Engineering,195.75,193.25,195.25,193.0,175.75,180.0,147.75,2017
126,2718,"SRI KRISHNA COLLEGE OF ENGINEERING & TECHNOLOGY (AUTONOMOUS),KUNIAMUTHUR (POST) , KUNIAMUTHUR (VILLAGE),COIMBATORE DIST, PIN - 641008.",EC,Electronics and Comm Engg.,195.0,191.25,194.5,190.75,163.25,168.5,155.25,2017
127,2718,"SRI KRISHNA COLLEGE OF ENGINEERING & TECHNOLOGY (AUTONOMOUS),KUNIAMUTHUR (POST) , KUNIAMUTHUR (VILLAGE),COIMBATORE DIST, PIN - 641008.",ME,Mechanical Engineering,194.25,191.25,193.5,189.5,160.0,169.0,122.75,2017
128,2719,"SRI RAMAKRISHNA ENGINEERING COLLEGE (AUTONOMOUS),VATTAMALAIPALAYAM,,COIMBATORE DIST, PIN - 641022.",BM,Bio Medical Engineering,194.0,183.75,191.5,188.25,171.5,178.0,159.25,2017
129,2719,"SRI RAMAKRISHNA ENGINEERING COLLEGE (AUTONOMOUS),VATTAMALAIPALAYAM,,COIMBATORE DIST, PIN - 641022.",EE,Electrical and Elec. Engg.,189.5,180.0,187.75,182.0,131.25,151.75,141.75,2017
130,3011,"UNIVERSITY COLLEGE OF ENGINEERING, TIRUCHIRAPPALLI,TRICHY,TIRUCHIRAPALLI DIST, PIN - 620024.",AU,Automobile Engineering,184.75,184.5,180.5,180.25,153.25,169.0,174.75,2017
131,3011,"UNIVERSITY COLLEGE OF ENGINEERING, TIRUCHIRAPPALLI,TRICHY,TIRUCHIRAPALLI DIST, PIN - 620024.",CE,Civil Engineering,187.0,183.0,183.0,180.75,171.75,176.75,158.5,2017
132,3011,"UNIVERSITY COLLEGE OF ENGINEERING, TIRUCHIRAPPALLI,TRICHY,TIRUCHIRAPALLI DIST, PIN - 620024.",CS,Computer Science and Engg.,189.5,183.0,187.5,184.25,160.75,170.5,152.75,2017
133,3011,"UNIVERSITY COLLEGE OF ENGINEERING, TIRUCHIRAPPALLI,TRICHY,TIRUCHIRAPALLI DIST, PIN - 620024.",EC,Electronics and Comm Engg.,192.25,187.0,190.5,188.5,174.5,180.5,186.5,2017
134,3011,"UNIVERSITY COLLEGE OF ENGINEERING, TIRUCHIRAPPALLI,TRICHY,TIRUCHIRAPALLI DIST, PIN - 620024.",EE,Electrical and Elec. Engg.,190.25,185.0,187.25,185.0,173.5,178.25,175.75,2017
135,3011,"UNIVERSITY COLLEGE OF ENGINEERING, TIRUCHIRAPPALLI,TRICHY,TIRUCHIRAPALLI DIST, PIN - 620024.",IT,Information Technology,186.25,182.5,182.25,179.0,149.25,168.25,166.0,2017
136,3011,"UNIVERSITY COLLEGE OF ENGINEERING, TIRUCHIRAPPALLI,TRICHY,TIRUCHIRAPALLI DIST, PIN - 620024.",ME,Mechanical Engineering,190.5,187.25,188.5,185.75,176.5,178.25,156.5,2017
137,3011,"UNIVERSITY COLLEGE OF ENGINEERING, TIRUCHIRAPPALLI,TRICHY,TIRUCHIRAPALLI DIST, PIN - 620024.",PC,Petro Chemical Technology,189.75,188.0,186.5,185.5,156.75,175.25,174.25,2017
138,3011,"UNIVERSITY COLLEGE OF ENGINEERING, TIRUCHIRAPPALLI,TRICHY,TIRUCHIRAPALLI DIST, PIN - 620024.",PH,Pharmaceutical Technology,190.5,184.75,187.25,185.75,154.0,174.25,155.75,2017
139,3021,"UNIVERSITY COLLEGE OF ENGINEERING, PATTUKKOTTAI,ECR ROAD,,THANJAVUR DIST, PIN - 614701.",EE,Electrical and Elec. Engg.,162.25,134.5,151.5,153.75,119.25,145.0,113.25,2017
140,3464,"GOVERNMENT COLLEGE OF ENGINEERING - THANJAVUR,GANDARVAKOTTAI ROAD,,THANJAVUR DIST, PIN - 613402.",CS,Computer Science and Engg.,181.0,168.25,176.75,176.75,141.75,166.75,100.5,2017
141,3464,"GOVERNMENT COLLEGE OF ENGINEERING - THANJAVUR,GANDARVAKOTTAI ROAD,,THANJAVUR DIST, PIN - 613402.",EE,Electrical and Elec. Engg.,180.5,157.25,177.25,176.75,144.0,170.0,146.25,2017
142,3464,"GOVERNMENT COLLEGE OF ENGINEERING - THANJAVUR,GANDARVAKOTTAI ROAD,,THANJAVUR DIST, PIN - 613402.",ME,Mechanical Engineering,182.5,174.25,178.5,177.75,159.0,170.5,139.25,2017
143,3465,"GOVERNMENT COLLEGE OF ENGINEERING - SRIRANGAM,GCES,,TIRUCHIRAPALLI DIST, PIN - 620012.",CE,Civil Engineering,182.25,175.25,178.75,178.5,163.75,168.25,149.5,2017
144,3465,"GOVERNMENT COLLEGE OF ENGINEERING - SRIRANGAM,GCES,,TIRUCHIRAPALLI DIST, PIN - 620012.",EC,Electronics and Comm Engg.,189.5,182.0,186.5,184.25,156.75,171.0,167.75,2017
145,3465,"GOVERNMENT COLLEGE OF ENGINEERING - SRIRANGAM,GCES,,TIRUCHIRAPALLI DIST, PIN - 620012.",ME,Mechanical Engineering,185.5,180.25,183.0,183.5,167.5,174.25,163.0,2017
146,3819,"SARANATHAN COLLEGE OF ENGINEERING,VENKATESWARA NAGAR,,TIRUCHIRAPALLI DIST, PIN - 620012.",EC,Electronics and Comm Engg.,186.5,179.0,180.25,175.75,160.0,158.0,157.0,2017
147,3819,"SARANATHAN COLLEGE OF ENGINEERING,VENKATESWARA NAGAR,,TIRUCHIRAPALLI DIST, PIN - 620012.",ME,Mechanical Engineering,181.75,175.75,177.75,171.75,141.0,140.5,144.5,2017
148,3830,"K. RAMAKRISHNAN COLLEGE OF ENGINEERING,SAMAYAPURAM (POST) , SAMAYAPURAM (VILLAGE),TIRUCHIRAPALLI DIST, PIN - 621112.",EC,Electronics and Comm Engg.,174.0,144.5,166.75,151.25,127.5,95.5,157.0,2017
149,3830,"K. RAMAKRISHNAN COLLEGE OF ENGINEERING,SAMAYAPURAM (POST) , SAMAYAPURAM (VILLAGE),TIRUCHIRAPALLI DIST, PIN - 621112.",ME,Mechanical Engineering,170.25,160.5,160.25,153.25,90.5,106.25,168.25,2017
150,4023,"UNIVERSITY COLLEGE OF ENGINEERING, NAGERCOIL,NAGERCOIL INDUSTRIAL ESTATE (POST) , KONAM (VILLAGE),KANYAKUMARI DIST, PIN - 629004.",CE,Civil Engineering,181.25,172.25,175.0,150.25,121.25,145.0,132.0,2017
151,4024,"UNIVERSITY VOC COLLEGE OF ENGINEERING, THOOTHUKUDI,7TH STREET, BRYANT NAGAR WEST,,THOOTHUKUDI DIST, PIN - 628008.",EC,Electronics and Comm Engg.,183.75,180.25,174.5,171.0,127.0,159.0,160.25,2017
152,4960,"MEPCO SCHLENK ENGINEERING COLLEGE (AUTONOMOUS),SIVAKASI,,VIRUDHUNAGAR DIST, PIN - 626005.",EC,Electronics and Comm Engg.,194.0,186.25,192.25,186.75,153.0,170.25,154.75,2017
153,4974,"GOVERNMENT COLLEGE OF ENGINEERING - TIRUNELVELI,KANYAKUMARI ROAD,,THIRUNELVELI DIST, PIN - 627007.",CE,Civil Engineering,191.5,190.5,189.25,184.0,165.25,174.75,175.0,2017
154,4974,"GOVERNMENT COLLEGE OF ENGINEERING - TIRUNELVELI,KANYAKUMARI ROAD,,THIRUNELVELI DIST, PIN - 627007.",CS,Computer Science and Engg.,192.5,189.25,191.0,185.75,146.5,174.5,111.75,2017
155,4974,"GOVERNMENT COLLEGE OF ENGINEERING - TIRUNELVELI,KANYAKUMARI ROAD,,THIRUNELVELI DIST, PIN - 627007.",EC,Electronics and Comm Engg.,194.25,193.0,191.75,186.25,153.5,176.5,146.5,2017
156,4974,"GOVERNMENT COLLEGE OF ENGINEERING - TIRUNELVELI,KANYAKUMARI ROAD,,THIRUNELVELI DIST, PIN - 627007.",EE,Electrical and Elec. Engg.,193.5,193.25,191.0,187.75,182.25,178.25,146.25,2017
157,4974,"GOVERNMENT COLLEGE OF ENGINEERING - TIRUNELVELI,KANYAKUMARI ROAD,,THIRUNELVELI DIST, PIN - 627007.",ME,Mechanical Engineering,191.5,190.0,189.75,185.25,168.75,175.0,145.75,2017
158,5008,"THIAGARAJAR COLLEGE OF ENGINEERING (AUTONOMOUS),TIRUPARANKUNDRAM (POST) , TIRUPARANKUNDRAM (VILLAGE),MADURAI DIST, PIN - 625015.",CE,Civil Engineering,196.75,195.75,196.25,194.5,187.25,191.5,180.0,2017
159,5008,"THIAGARAJAR COLLEGE OF ENGINEERING (AUTONOMOUS),TIRUPARANKUNDRAM (POST) , TIRUPARANKUNDRAM (VILLAGE),MADURAI DIST, PIN - 625015.",CN,Civil Engg (SS),195.75,192.5,194.75,192.67,176.5,181.5,140.0,2017
160,5008,"THIAGARAJAR COLLEGE OF ENGINEERING (AUTONOMOUS),TIRUPARANKUNDRAM (POST) , TIRUPARANKUNDRAM (VILLAGE),MADURAI DIST, PIN - 625015.",EC,Electronics and Comm Engg.,198.5,196.0,198.25,196.75,196.75,194.5,177.5,2017
161,5008,"THIAGARAJAR COLLEGE OF ENGINEERING (AUTONOMOUS),TIRUPARANKUNDRAM (POST) , TIRUPARANKUNDRAM (VILLAGE),MADURAI DIST, PIN - 625015.",EY,Elec and Electronics Engg (SS),196.75,194.5,196.5,194.5,175.0,184.75,171.5,2017
162,5008,"THIAGARAJAR COLLEGE OF ENGINEERING (AUTONOMOUS),TIRUPARANKUNDRAM (POST) , TIRUPARANKUNDRAM (VILLAGE),MADURAI DIST, PIN - 625015.",IM,Information Technology(SS),196.5,193.0,196.0,193.75,165.25,175.25,151.75,2017
163,5008,"THIAGARAJAR COLLEGE OF ENGINEERING (AUTONOMOUS),TIRUPARANKUNDRAM (POST) , TIRUPARANKUNDRAM (VILLAGE),MADURAI DIST, PIN - 625015.",ME,Mechanical Engineering,197.5,197.0,197.0,196.5,188.75,190.25,168.0,2017
164,5008,"THIAGARAJAR COLLEGE OF ENGINEERING (AUTONOMOUS),TIRUPARANKUNDRAM (POST) , TIRUPARANKUNDRAM (VILLAGE),MADURAI DIST, PIN - 625015.",MF,Mechanical Engineering(SS),196.5,195.5,196.5,195.0,185.0,185.5,165.25,2017
165,5009,"GOVERNMENT COLLEGE OF ENGINEERING, BODIYANAYAKKANUR,BODINAYAKKANUR (POST) , MELACHOKKANATHAPURAM (VILLAGE),THENI DIST, PIN - 625582.",EC,Electronics and Comm Engg.,183.0,167.75,175.5,176.0,158.25,160.0,124.5,2017
166,5009,"GOVERNMENT COLLEGE OF ENGINEERING, BODIYANAYAKKANUR,BODINAYAKKANUR (POST) , MELACHOKKANATHAPURAM (VILLAGE),THENI DIST, PIN - 625582.",ME,Mechanical Engineering,178.5,162.25,174.5,174.25,155.5,164.0,130.25,2017
167,5017,"UNIVERSITY COLLEGE OF ENGINEERING, RAMANATHAPURAM,PULLANGUDI (POST) , PULLANGUDI (VILLAGE),RAMANATHAPURAM DIST, PIN - 623513.",EE,Electrical and Elec. Engg.,156.25,140.75,146.25,146.5,136.25,140.0,120.0,2017
168,5022,"UNIVERSITY COLLEGE OF ENGINEERING, DINDIGUL,REDDIYARCHATRAM (POST) , MANGARAI PIRIVU (VILLAGE),DINDIGUL DIST, PIN - 624622.",EE,Electrical and Elec. Engg.,174.25,162.0,167.5,161.0,147.0,153.25,169.25,2017
169,5022,"UNIVERSITY COLLEGE OF ENGINEERING, DINDIGUL,REDDIYARCHATRAM (POST) , MANGARAI PIRIVU (VILLAGE),DINDIGUL DIST, PIN - 624622.",ME,Mechanical Engineering,177.25,170.0,172.0,169.25,171.75,159.25,112.5,2017
170,5901,"ALAGAPPA CHETTIAR GOVT. COLLEGE OF ENGG. AND TECH. (AUTONOMOUS),ACCET, KARAIKUDI (AN AUTONOMOUS GOVT. INSTITUTION),SIVAGANGA DIST, PIN - 630003.",CS,Computer Science and Engg.,194.75,189.0,193.75,192.25,162.0,175.25,141.0,2017
171,5901,"ALAGAPPA CHETTIAR GOVT. COLLEGE OF ENGG. AND TECH. (AUTONOMOUS),ACCET, KARAIKUDI (AN AUTONOMOUS GOVT. INSTITUTION),SIVAGANGA DIST, PIN - 630003.",EC,Electronics and Comm Engg.,195.0,189.25,194.0,192.75,171.25,180.75,172.25,2017
172,5901,"ALAGAPPA CHETTIAR GOVT. COLLEGE OF ENGG. AND TECH. (AUTONOMOUS),ACCET, KARAIKUDI (AN AUTONOMOUS GOVT. INSTITUTION),SIVAGANGA DIST, PIN - 630003.",EE,Electrical and Elec. Engg.,193.25,189.5,191.75,190.75,169.25,176.0,159.0,2017
173,5901,"ALAGAPPA CHETTIAR GOVT. COLLEGE OF ENGG. AND TECH. (AUTONOMOUS),ACCET, KARAIKUDI (AN AUTONOMOUS GOVT. INSTITUTION),SIVAGANGA DIST, PIN - 630003.",ME,Mechanical Engineering,192.75,189.75,191.75,189.5,167.0,178.5,104.0,2017
174,5910,"PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY,KOTHANDARAMAN NAGAR,,DINDIGUL DIST, PIN - 624622.",EC,Electronics and Comm Engg.,186.5,178.75,183.25,173.0,127.5,130.75,167.5,2017
175,5986,"VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY,VELAMMAL NAGAR,,MADURAI DIST, PIN - 625009.",EE,Electrical and Elec. Engg.,185.75,175.5,183.0,167.75,102.25,129.75,119.25,2017
176,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",AI,AGRICULTURAL AND IRRIGATION ENGG.(SS),194.75,191.0,192.25,189.5,164.5,184.5,168.75,2018
177,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",BY,BIO MEDICAL ENGG(SS),196.75,195.0,195.25,194.0,186.75,190.5,181.25,2018
178,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CE,CIVIL ENGINEERING,196.75,196.25,196.0,195.25,189.5,191.5,176.0,2018
179,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CM,COMPUTER SCIENCE AND ENGG.(SS),198.5,197.5,198.0,196.75,183.5,188.25,182.25,2018
180,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CS,COMPUTER SCIENCE AND ENGG.,199.5,198.75,199.25,198.25,195.25,195.5,190.75,2018
181,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EC,ELECTRONICS AND COMMUNICATION ENGG.,199.33,198.25,198.75,198.5,193.25,195.75,187.25,2018
182,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EE,ELECTRICAL AND ELECTRONICS ENGG.,198.25,196.75,197.5,197.25,191.25,194.75,173.75,2018
183,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EM,ELECTRONICS AND COMMUNICATION ENGG. (SS),198.25,195.25,197.75,196.5,180.25,190.5,172.75,2018
184,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IM,INFORMATION TECHNOLOGY(SS),197.25,195.0,197.0,195.0,178.5,185.5,187.75,2018
185,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",ME,MECHANICAL ENGINEERING,198.0,195.75,197.25,196.25,190.0,192.75,186.75,2018
186,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",PT,PRINTING TECHNOLOGY,191.75,187.0,190.0,187.25,175.0,172.75,143.25,2018
187,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",XC,CIVIL ENGINEERING - TAMIL MEDIUM,185.5,173.0,175.75,173.0,164.25,157.5,158.5,2018
188,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CH,CHEMICAL ENGINEERING,196.5,195.5,196.0,193.25,188.25,190.25,171.5,2018
189,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CL,CHEMICAL ENGINEERING(SS),194.75,193.0,193.75,191.0,178.75,183.0,125.0,2018
190,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",LE,LEATHER TECHNOLOGY,187.25,182.0,185.0,180.75,174.75,168.75,135.0,2018
191,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",PP,PETROLEUM ENGINEERING AND TECH(SS),192.25,186.25,189.75,187.0,161.75,174.75,165.75,2018
192,2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",TX,TEXTILE TECHNOLOGY,190.0,183.0,188.25,185.0,180.75,175.25,160.5,2018
193,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AU,AUTOMOBILE ENGINEERING,195.33,191.75,194.25,193.0,179.0,182.25,171.25,2018
194,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",CS,COMPUTER SCIENCE AND ENGG.,198.0,197.5,197.5,196.5,189.25,192.25,185.5,2018
195,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EC,ELECTRONICS AND COMMUNICATION ENGG.,197.75,196.5,197.5,196.75,191.75,194.0,183.5,2018
196,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EI,ELECTRONICS AND INSTRU ENGG.,196.5,192.0,195.75,194.75,184.5,187.75,166.0,2018
197,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EM,ELECTRONICS AND COMMUNICATION ENGG. (SS),196.75,192.25,196.5,195.5,170.75,186.75,172.5,2018
198,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",IM,INFORMATION TECHNOLOGY(SS),196.5,193.75,195.75,194.25,166.5,183.0,170.75,2018
199,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",MF,MECHANICAL ENGINEERING(SS),196.5,194.0,196.25,195.0,182.75,190.0,168.75,2018
200,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",PR,PRODUCTION ENGINEERING,193.5,189.75,192.25,189.75,169.5,178.0,119.75,2018
201,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",RP,RUBBER AND PLASTIC TECHNOLOGY,190.0,185.25,188.0,185.5,146.75,172.0,141.75,2018
202,1015,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI,ARNI TO DEVIKAPURAM ROAD, THATCHUR, ARNI,THIRUVANNAMALAI DIST, PIN - 632326.",EC,ELECTRONICS AND COMMUNICATION ENGG.,152.25,113.75,141.5,131.0,105.25,97.5,94.0,2018
203,1026,"UNIVERSITY COLLEGE OF ENGINEERING, KANCHIPURAM,NH-4, CHENNAI BANGALORE HIGHWAY, PONNERIKKARAI,KANCHEEPURAM DIST, PIN - 631552.",CS,COMPUTER SCIENCE AND ENGG.,181.5,175.0,174.0,172.25,167.0,158.25,109.25,2018
204,1026,"UNIVERSITY COLLEGE OF ENGINEERING, KANCHIPURAM,NH-4, CHENNAI BANGALORE HIGHWAY, PONNERIKKARAI,KANCHEEPURAM DIST, PIN - 631552.",ME,MECHANICAL ENGINEERING,174.25,164.0,165.0,159.5,108.0,149.0,133.75,2018
205,1210,"PANIMALAR ENGINEERING COLLEGE,BANGALORE TRUNK ROAD,,THIRUVALLUR DIST, PIN - 600123.",EC,ELECTRONICS AND COMMUNICATION ENGG.,185.5,174.5,177.75,174.25,132.0,137.25,106.0,2018
206,1210,"PANIMALAR ENGINEERING COLLEGE,BANGALORE TRUNK ROAD,,THIRUVALLUR DIST, PIN - 600123.",IT,INFORMATION TECHNOLOGY,180.25,158.5,174.75,167.75,136.5,107.25,110.5,2018
207,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",CS,COMPUTER SCIENCE AND ENGG.,188.0,180.5,183.5,177.25,121.25,140.0,144.0,2018
208,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",EC,ELECTRONICS AND COMMUNICATION ENGG.,186.0,173.5,180.25,173.25,95.75,142.0,120.75,2018
209,1219,"SRI VENKATESWARA COLLEGE OF ENGINEERING (AUTONOMOUS),POST BAG NO.1,,KANCHEEPURAM DIST, PIN - 602117.",CS,COMPUTER SCIENCE AND ENGG.,194.0,189.5,192.5,189.0,120.0,164.75,93.25,2018
